**** All Elevator Calls (time,src,dest,state,elev dt) stage 9 ****
Elevator call,4.181791416969872,-7,-4,3,0, Done, dt, 22.818208583030128
Elevator call,9.088234750896163,-8,24,3,1, Done, dt, 25.911765249103837
Elevator call,23.235924121476728,-5,-3,3,0, Done, dt, 25.764075878523272
Elevator call,25.401489874449226,-4,86,3,2, Done, dt, 68.59851012555077
Elevator call,26.510341549025043,-3,-4,3,3, Done, dt, 22.489658450974957
Elevator call,47.1361150824805,-4,93,3,0, Done, dt, 42.8638849175195
Elevator call,48.17946317881706,-7,5,3,1, Done, dt, 26.82053682118294
Elevator call,59.41774733953457,-6,16,3,3, Done, dt, 23.58225266046543
Elevator call,59.8832891414022,-1,95,3,4, Done, dt, 73.1167108585978
Elevator call,61.94089619280976,-3,60,3,5, Done, dt, 44.05910380719024
Elevator call,65.68076513617825,-2,61,3,6, Done, dt, 38.31923486382175
Elevator call,75.72747458099184,-3,78,3,1, Done, dt, 30.27252541900816
Elevator call,80.54056995114593,-1,-2,3,3, Done, dt, 25.459430048854074
Elevator call,81.83610880045785,-4,71,3,7, Done, dt, 41.16389119954215
Elevator call,82.2221532378262,-4,84,3,8, Done, dt, 44.777846762173795
Elevator call,82.9367101264711,-4,46,3,9, Done, dt, 35.0632898735289
Elevator call,92.10943365362255,-8,49,3,0, Done, dt, 53.890566346377454
Elevator call,95.13692146543258,-5,2,3,2, Done, dt, 70.86307853456742
Elevator call,103.50040131951914,26,49,3,1, Done, dt, 31.499598680480858
Elevator call,121.34340971707047,-5,-1,3,3, Done, dt, 22.65659028292953
Elevator call,123.80909763203749,-8,-7,3,5, Done, dt, 44.19090236796251
Elevator call,132.11021714697108,-2,-3,3,1, Done, dt, 29.88978285302892
Elevator call,132.77424796408013,-8,11,3,4, Done, dt, 82.22575203591987
Elevator call,133.09649437009057,-6,-5,3,6, Done, dt, 38.90350562990943
Elevator call,139.35195885055145,-6,24,3,7, Done, dt, 48.648041149448545
Elevator call,140.07774477672046,-7,-9,3,3, Done, dt, 25.922255223279535
Elevator call,158.57731790638832,-2,55,3,0, Done, dt, 43.422682093611684
Elevator call,162.5783865236599,-3,17,3,1, Done, dt, 12.421613476340099
Elevator call,163.91308820296035,50,66,3,2, Done, dt, 54.08691179703965
Elevator call,166.5792335185672,14,-9,3,3, Done, dt, 24.420766481432793
Elevator call,171.13205518139944,-3,96,3,1, Done, dt, 35.86794481860056
Elevator call,173.23861817569536,-3,93,3,5, Done, dt, 54.761381824304635
Elevator call,175.25865387749332,80,90,3,6, Done, dt, 45.741346122506684
Elevator call,176.05584441521182,-4,-6,3,8, Done, dt, 43.94415558478818
Elevator call,180.32450295442027,-1,97,3,9, Done, dt, 57.67549704557973
Elevator call,191.66816507786712,-6,41,3,3, Done, dt, 25.331834922132884
Elevator call,193.1424188236001,-4,80,3,7, Done, dt, 48.85758117639989
Elevator call,194.5707567899667,-7,55,3,3, Done, dt, 52.42924321003329
Elevator call,196.8933046032405,0,74,3,3, Done, dt, 82.1066953967595
